RTOM,SOD NO,Service,Order Type,Time Range 
R-KI,KWL202008210086878,AB-CAB,CREATE,T>1M
R-KI,VR202008210087454,AB-CAB,CREATE,T>1M
R-KI,VR202008210088205,AB-CAB,CREATE,T>1M
R-KI,VR202008270028053,AB-CAB,CREATE,T>1M
R-KI,KI202008290062918,AB-CAB,CREATE,T>1M
R-KI,HEY202009050058382,AB-CAB,CREATE,T>1M
R-KI,KI202009050063718,AB-CAB,CREATE,T>1M
R-KI,MAL202009070095098,AB-CAB,CREATE,T>1M
R-KI,VR202009090075081,AB-CAB,CREATE,T>1M
R-KI,VR202009100092101,AB-CAB,CREATE,T>1M
R-KI,KWL202009170037640,AB-CAB,CREATE,T>1M
R-KI,KWL202009180083043,AB-CAB,CREATE,T>1M
R-KI,DX202009230011347,AB-CAB,CREATE,T>1M
R-KI,DX202009280035729,AB-CAB,CREATE,T>1M
R-KI,DG202009290053112,AB-CAB,CREATE,T>1M
R-KI,KWL202009300071674,AB-CAB,CREATE,7D<T<=1M
R-KI,MAL202010020098925,AB-CAB,CREATE,7D<T<=1M
R-KI,VR202010030021018,AB-CAB,CREATE,7D<T<=1M
R-KI,KDW202010060087302,AB-CAB,CREATE,7D<T<=1M
R-KI,HEY202010070015784,AB-CAB,CREATE,7D<T<=1M
R-KI,KWL202010070017984,AB-CAB,CREATE,7D<T<=1M
R-KI,IHA202010070018017,AB-CAB,CREATE,7D<T<=1M
R-KI,IHA202010100095961,AB-CAB,CREATE,7D<T<=1M
R-KI,BIA202010100096947,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010120008118,AB-CAB,CREATE,7D<T<=1M
R-KI,VR202010130030964,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010140075721,AB-CAB,CREATE,7D<T<=1M
R-KI,BIA202010150003375,AB-CAB,CREATE,7D<T<=1M
R-KI,BIA202010160028608,AB-CAB,CREATE,7D<T<=1M
R-KI,BIA202010160029096,AB-CAB,CREATE,7D<T<=1M
R-KI,DG202010180095949,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010260061543,AB-CAB,CREATE,T<=3D
R-KI,HEY202010270083159,AB-CAB,CREATE,T<=3D
R-KI,BIA202010290009665,AB-CAB,CREATE,T<=3D
R-KI,MAL202006260044286,AB-CAB,CREATE-OR,T>1M
R-KI,SIY202007200009985,AB-CAB,CREATE-OR,T>1M
R-KI,HEY202009160018412,AB-CAB,CREATE-RECON,T>1M
R-KI,KWL202009300086602,AB-CAB,CREATE-RECON,7D<T<=1M
R-KI,KI201809070099638,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,MAN201809220000054,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI201810060016132,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,VR201812140096817,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI201905130097394,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI201907170079413,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI201910090001163,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,IHA202001020006262,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KWL202002120088337,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KDW202007220041968,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202008080014506,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KWL202008130040284,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202008200049379,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,BIA202009040045117,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,MAL202009290053114,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,HEY202010080038030,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KDW202010100095892,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,HEY202010140062770,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI202010170056182,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI202010170062977,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,BIA202010170064792,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI201905310017412,AB-CAB,CREATE,T>1M
R-KI,MAL202006180032490,AB-CAB,CREATE,T>1M
R-KI,HEY202006200082893,AB-CAB,CREATE,T>1M
R-KI,KI202006240079414,AB-CAB,CREATE,T>1M
R-KI,IHA202006260044607,AB-CAB,CREATE,T>1M
R-KI,KWL202006270066673,AB-CAB,CREATE,T>1M
R-KI,DG202006290098800,AB-CAB,CREATE,T>1M
R-KI,BIA202007020026175,AB-CAB,CREATE,T>1M
R-KI,PUG202007070038554,AB-CAB,CREATE,T>1M
R-KI,VR202007080067603,AB-CAB,CREATE,T>1M
R-KI,DX202007080067621,AB-CAB,CREATE,T>1M
R-KI,DX202007080067729,AB-CAB,CREATE,T>1M
R-KI,KWL202007090099182,AB-CAB,CREATE,T>1M
R-KI,DG202007110053384,AB-CAB,CREATE,T>1M
R-KI,VR202007140013813,AB-CAB,CREATE,T>1M
R-KI,MAL202007170021375,AB-CAB,CREATE,T>1M
R-KI,KDW202007170033534,AB-CAB,CREATE,T>1M
R-KI,MAN202007200094424,AB-CAB,CREATE,T>1M
R-KI,IHA202007240013762,AB-CAB,CREATE,T>1M
R-KI,KWL202007310019240,AB-CAB,CREATE,T>1M
R-KI,BIA202008010029950,AB-CAB,CREATE,T>1M
R-KI,BIA202008010038105,AB-CAB,CREATE,T>1M
R-KI,VR202008060091945,AB-CAB,CREATE,T>1M
R-KI,DG202008070004788,AB-CAB,CREATE,T>1M
R-KI,KWL202008100049621,AB-CAB,CREATE,T>1M
R-KI,VR202008140075288,AB-CAB,CREATE,T>1M
R-KI,VR202008240046337,AB-CAB,CREATE,T>1M
R-KI,VR202008240052563,AB-CAB,CREATE,T>1M
R-KI,BIA202008290062857,AB-CAB,CREATE,T>1M
R-KI,BIA202009090068101,AB-CAB,CREATE,T>1M
R-KI,DG202009090075073,AB-CAB,CREATE,T>1M
R-KI,VR202009100086587,AB-CAB,CREATE,T>1M
R-KI,KWL202009140061386,AB-CAB,CREATE,T>1M
R-KI,KDW202009180079486,AB-CAB,CREATE,T>1M
R-KI,VR202009180086770,AB-CAB,CREATE,T>1M
R-KI,KWL202009180089736,AB-CAB,CREATE,T>1M
R-KI,KWL202009230024259,AB-CAB,CREATE,T>1M
R-KI,KWL202009300086645,AB-CAB,CREATE,7D<T<=1M
R-KI,MAN202010020005542,AB-CAB,CREATE,7D<T<=1M
R-KI,KDW202010080037992,AB-CAB,CREATE,7D<T<=1M
R-KI,IHA202010080042318,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010080053850,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010090074108,AB-CAB,CREATE,7D<T<=1M
R-KI,MAL202010090085005,AB-CAB,CREATE,7D<T<=1M
R-KI,DX202010100095909,AB-CAB,CREATE,7D<T<=1M
R-KI,DG202010130041274,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010150096776,AB-CAB,CREATE,7D<T<=1M
R-KI,MAN202010160036152,AB-CAB,CREATE,7D<T<=1M
R-KI,DG202010190009087,AB-CAB,CREATE,7D<T<=1M
R-KI,MAN202010200038891,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010210061031,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010210069891,AB-CAB,CREATE,7D<T<=1M
R-KI,KDW202010270071809,AB-CAB,CREATE,T<=3D
R-KI,KI202010130032428,AB-CAB,CREATE-RECON,7D<T<=1M
R-KI,KI201808310012428,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,HEY201903180086736,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,HEY201905060043100,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,MAN201909070081113,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,MAL202007010074132,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,VR202007020014058,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KDW202007060004391,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202007150050738,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,VR202007270093789,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KDW202009160028462,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202009180091950,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,HEY202009290067058,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,MAN202009300070790,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KDW202006020059985,AB-CAB,CREATE,T>1M
R-KI,BIA202006120059773,AB-CAB,CREATE,T>1M
R-KI,KWL202006130068550,AB-CAB,CREATE,T>1M
R-KI,KWL202006130076524,AB-CAB,CREATE,T>1M
R-KI,DG202006180017439,AB-CAB,CREATE,T>1M
R-KI,KI202006200091658,AB-CAB,CREATE,T>1M
R-KI,PUG202007120067593,AB-CAB,CREATE,T>1M
R-KI,KWL202007230088770,AB-CAB,CREATE,T>1M
R-KI,GIR202007280017789,AB-CAB,CREATE,T>1M
R-KI,VR202007300083566,AB-CAB,CREATE,T>1M
R-KI,VR202008010035156,AB-CAB,CREATE,T>1M
R-KI,KWL202008060081894,AB-CAB,CREATE,T>1M
R-KI,KDW202008070002053,AB-CAB,CREATE,T>1M
R-KI,HEY202008080009591,AB-CAB,CREATE,T>1M
R-KI,VR202008110081172,AB-CAB,CREATE,T>1M
R-KI,KI202008180076498,AB-CAB,CREATE,T>1M
R-KI,VR202008290070392,AB-CAB,CREATE,T>1M
R-KI,KI202009030036529,AB-CAB,CREATE,T>1M
R-KI,KI202009040050467,AB-CAB,CREATE,T>1M
R-KI,MAL202009040055132,AB-CAB,CREATE,T>1M
R-KI,MAL202009160021557,AB-CAB,CREATE,T>1M
R-KI,IHA202009280044094,AB-CAB,CREATE,T>1M
R-KI,DX202009300086598,AB-CAB,CREATE,7D<T<=1M
R-KI,GIR202009300086616,AB-CAB,CREATE,7D<T<=1M
R-KI,BIA202010050058459,AB-CAB,CREATE,7D<T<=1M
R-KI,PUG202010070018000,AB-CAB,CREATE,7D<T<=1M
R-KI,KDW202010080037750,AB-CAB,CREATE,7D<T<=1M
R-KI,DG202010080037960,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010090080380,AB-CAB,CREATE,7D<T<=1M
R-KI,KDW202010090085059,AB-CAB,CREATE,7D<T<=1M
R-KI,IHA202010120010864,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010120015939,AB-CAB,CREATE,7D<T<=1M
R-KI,MAN202010130034801,AB-CAB,CREATE,7D<T<=1M
R-KI,DG202010160035568,AB-CAB,CREATE,7D<T<=1M
R-KI,IHA202010190007657,AB-CAB,CREATE,7D<T<=1M
R-KI,MAN202010200033031,AB-CAB,CREATE,7D<T<=1M
R-KI,KWL202010200036621,AB-CAB,CREATE,7D<T<=1M
R-KI,KDW202010200043062,AB-CAB,CREATE,7D<T<=1M
R-KI,VR202010200056510,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010210062731,AB-CAB,CREATE,7D<T<=1M
R-KI,HEY202010210068416,AB-CAB,CREATE,7D<T<=1M
R-KI,KI202010230024458,AB-CAB,CREATE,3D<T<=7D
R-KI,MAN202010230024480,AB-CAB,CREATE,3D<T<=7D
R-KI,KI202010260064956,AB-CAB,CREATE,T<=3D
R-KI,BIA202010280005865,AB-CAB,CREATE,T<=3D
R-KI,MAN202008040052294,AB-CAB,CREATE-OR,T>1M
R-KI,GIR202008140078446,AB-CAB,CREATE-OR,T>1M
R-KI,VR202009150094944,AB-CAB,CREATE-OR,T>1M
R-KI,KDW202010080059685,AB-CAB,CREATE-OR,7D<T<=1M
R-KI,VR202006300030472,AB-CAB,CREATE-RECON,T>1M
R-KI,MAN201906240092538,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KDW201907080091792,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,PUG201909070073514,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202001110071598,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,BIA202001160070104,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202006270074147,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,HEY202007020034012,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,PUG202007070038507,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,IHA202008040052854,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KDW202008100043514,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202008110079245,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,PUG202008200050363,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202008240064135,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KDW202008310088468,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,VR202009100086593,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,MAL202009210040096,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,BIA202009230029280,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202009280038975,AB-CAB,MODIFY-LOCATION,T>1M
R-KI,KI202010020098923,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI202010060082393,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI202010060082485,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI202010100091808,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KDW202010130034837,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI202010160036092,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI202010190008538,AB-CAB,MODIFY-LOCATION,7D<T<=1M
R-KI,KI202009160028248,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202010190097973,AB-FTTH,MODIFY-LOCATION,10D<T<=1M
R-KI,KDW202010190097988,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010190005357,AB-FTTH,MODIFY-LOCATION,7D<T<=10D
R-KI,KWL202003100073510,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202007090010017,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,DX202009160028524,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DX202009150087893,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009100086792,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202009100096364,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009110023371,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009230024308,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009230019090,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202006250021070,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040049009,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009030027401,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009050063836,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007080058277,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202007070024950,AB-FTTH,CREATE,T>1M
R-KI,KDW202007080058214,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007060095572,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202009210047212,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202009220072928,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007150059174,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202007150037842,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007150059177,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007150037696,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202007200001141,AB-FTTH,CREATE,T>1M
R-KI,MAL202010170070069,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010090085020,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010120007572,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202009290054764,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,HEY202010080047687,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010120016693,AB-FTTH,CREATE,10D<T<=1M
R-KI,KDW202008110065267,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008060086821,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAL202008010029795,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008100043567,AB-FTTH,CREATE,T>1M
R-KI,KDW202008150091199,AB-FTTH,CREATE-OR,T>1M
R-KI,IHA202008210093626,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202010170056904,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010130051254,AB-FTTH,CREATE,10D<T<=1M
R-KI,VR202010020005816,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010020008422,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010130041250,AB-FTTH,CREATE,10D<T<=1M
R-KI,BIA202010160037291,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010070012745,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010130030984,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010020099010,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,VR202010100096163,AB-FTTH,CREATE,10D<T<=1M
R-KI,SIY202010080037811,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,HEY202010280002476,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,HEY202010270080321,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KI202010260064961,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KI202010280096917,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010200033017,AB-FTTH,MODIFY-LOCATION,7D<T<=10D
R-KI,KDW202010210066700,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010260059353,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010200032984,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010200051738,AB-FTTH,CREATE,7D<T<=10D
R-KI,SIY202010200041707,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,MAN202010200050781,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,SIY202010230024434,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,VR202010220094879,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010190096721,AB-FTTH,CREATE,10D<T<=1M
R-KI,IHA202010180095993,AB-FTTH,CREATE,10D<T<=1M
R-KI,MAL202010190012125,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,IHA202009120041114,AB-FTTH,CREATE,T>1M
R-KI,SIY201909060036626,AB-FTTH,CREATE,T>1M
R-KI,GIR202006160044177,AB-FTTH,CREATE,T>1M
R-KI,KDW202009150099775,AB-FTTH,CREATE,T>1M
R-KI,DX202009150000086,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009150008228,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009100091112,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009100091061,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DX202007100021267,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009090060012,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202006230061333,AB-FTTH,CREATE,T>1M
R-KI,MAL202006270074143,AB-FTTH,CREATE-OR,T>1M
R-KI,KDW202006220019561,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020017260,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202009030027440,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020024249,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020020646,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020022499,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009030027384,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009040045227,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAL202008250070636,AB-FTTH,CREATE,T>1M
R-KI,KDW202009030032078,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DG202009020014219,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202007080067383,AB-FTTH,CREATE,T>1M
R-KI,BIA202007080077137,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,HEY202007160095825,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202007180070874,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,IHA202007140010700,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010170070054,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010030023378,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010150006381,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010050040142,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,VR202010130051258,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010070015783,AB-FTTH,CREATE,10D<T<=1M
R-KI,DG202010080037649,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,VR202009290053103,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010080042368,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,DX202010130050513,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010130048307,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010170062931,AB-FTTH,CREATE,10D<T<=1M
R-KI,GIR202009280035787,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007270071753,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202007280028613,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,SIY202007280010843,AB-FTTH,CREATE,T>1M
R-KI,VR202008060084845,AB-FTTH,CREATE,T>1M
R-KI,KDW202008060091914,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008120000818,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DG202008060081860,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202008120015599,AB-FTTH,CREATE,T>1M
R-KI,KDW202008010029762,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008110066022,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,PUG202008150089800,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008170023996,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010120021314,AB-FTTH,CREATE-OR,10D<T<=1M
R-KI,KI202010160039282,AB-FTTH,MODIFY-LOCATION,10D<T<=1M
R-KI,KDW202010060082783,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010030022446,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,VR202010100096192,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202009290053067,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202010240039805,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KWL202010200038320,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KDW202010240034523,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010210066827,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KDW202010210061113,AB-FTTH,CREATE,7D<T<=10D
R-KI,SIY202010220089073,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,MAN202010200033843,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010280097727,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010200036641,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KDW202010190012154,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,BIA202010190098020,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010190010991,AB-FTTH,CREATE,7D<T<=10D
R-KI,KI202010190006380,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KDW202010180095975,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010180095980,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,BIA202009150099836,AB-FTTH,CREATE,T>1M
R-KI,KDW202009150008137,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009090064385,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009090067469,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009080019664,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040049211,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202008280043596,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009040042495,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009070001421,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007020014024,AB-FTTH,CREATE,T>1M
R-KI,KI202007070024843,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,HEY202009170051100,AB-FTTH,CREATE,T>1M
R-KI,KI202007160081006,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DG202007160095624,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007170021221,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007200004675,AB-FTTH,CREATE,T>1M
R-KI,KI202007110060469,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010020011735,AB-FTTH,CREATE,10D<T<=1M
R-KI,KDW202010170064780,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,MAN202010160028513,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,PUG202010080059671,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010150007055,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010070015770,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,VR202010050045212,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010130051228,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202009290067809,AB-FTTH,CREATE-OR,10D<T<=1M
R-KI,MAN202007220053633,AB-FTTH,CREATE,T>1M
R-KI,KI202007290059835,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DG202008120015695,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008100037033,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
