RTOM,SOD NO,Service,Order Type,Time Range 
R-NG,NG202003100080627,IPTV,CREATE,T>1M
R-NG,KAA202003050090732,IPTV,CREATE,T>1M
R-NG,NG202003060024999,IPTV,CREATE,T>1M
R-NG,NG202003040064779,IPTV,CREATE,T>1M
R-NG,KAA202003040071572,IPTV,CREATE,T>1M
R-NG,KAA202003180026029,IPTV,CREATE,T>1M
R-NG,NG202003130059755,IPTV,CREATE,T>1M
R-NG,KAA202005200024686,IPTV,CREATE,T>1M
R-NG,KN202006180037769,IPTV,CREATE,T>1M
R-NG,RL202006260054741,IPTV,CREATE,T>1M
R-NG,KN202006230042254,IPTV,CREATE,T>1M
R-NG,KK202007090013625,IPTV,CREATE,T>1M
R-NG,SL202007110063619,IPTV,CREATE,T>1M
R-NG,NG202007230093840,IPTV,CREATE,T>1M
R-NG,KK202008210001133,IPTV,CREATE,T>1M
R-NG,DJ202008260014731,IPTV,CREATE,T>1M
R-NG,SL202008310098680,IPTV,CREATE,T>1M
R-NG,KN202009150092742,IPTV,CREATE,T>1M
R-NG,MNG202009230016245,IPTV,CREATE,T>1M
R-NG,DJ202009230030869,IPTV,CREATE,T>1M
R-NG,RL202010050045641,IPTV,CREATE,7D<T<=1M
R-NG,MNG202009280038214,IPTV,CREATE,T>1M
R-NG,DH202009250001721,IPTV,CREATE,T>1M
R-NG,NG202010080052868,IPTV,CREATE,7D<T<=1M
R-NG,MNG202009290069311,IPTV,CREATE-RECON,T>1M
R-NG,RL202010150008727,IPTV,CREATE,7D<T<=1M
R-NG,MNG202010130035657,IPTV,CREATE,7D<T<=1M
R-NG,NG202010170062490,IPTV,CREATE,7D<T<=1M
R-NG,MNG202009250011852,IPTV,CREATE,T>1M
R-NG,RL202010290015417,IPTV,CREATE,3D<T<=7D
R-NG,KAA202011030073245,IPTV,CREATE,T<=3D
R-NG,KK202010200036146,IPTV,CREATE,7D<T<=1M
R-NG,NG201807030065443,IPTV,CREATE,T>1M
R-NG,RL201903180082489,IPTV,CREATE,T>1M
R-NG,KN201811120089908,IPTV,CREATE,T>1M
R-NG,KN201903190093049,IPTV,CREATE,T>1M
R-NG,NG201903190093576,IPTV,CREATE,T>1M
R-NG,NG201903190095355,IPTV,CREATE,T>1M
R-NG,KAA201903210000717,IPTV,CREATE,T>1M
R-NG,MNG201910280090352,IPTV,CREATE,T>1M
R-NG,NG201906220039277,IPTV,CREATE,T>1M
R-NG,NG201903280074508,IPTV,CREATE,T>1M
R-NG,KK201909290058055,IPTV,CREATE,T>1M
R-NG,DJ201909290057350,IPTV,CREATE,T>1M
R-NG,SL202007090009574,IPTV,CREATE,T>1M
R-NG,NG202002030094823,IPTV,CREATE,T>1M
R-NG,KN202002260037627,IPTV,CREATE,T>1M
R-NG,NG201709130026725,IPTV,CREATE,T>1M
R-NG,KAA201808260057373,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG201809150043278,IPTV,CREATE,T>1M
R-NG,NG201810150011855,IPTV,CREATE,T>1M
R-NG,KAA201810130079997,IPTV,CREATE,T>1M
R-NG,DH201810120076464,IPTV,CREATE,T>1M
R-NG,NG201811090092651,IPTV,CREATE,T>1M
R-NG,SL201811090074444,IPTV,CREATE,T>1M
R-NG,KN201901140016602,IPTV,CREATE,T>1M
R-NG,KN201901140016346,IPTV,CREATE,T>1M
R-NG,KN201901140016347,IPTV,CREATE,T>1M
R-NG,KN201903070078969,IPTV,CREATE,T>1M
R-NG,NG201903060067494,IPTV,CREATE,T>1M
R-NG,DJ201903130040540,IPTV,CREATE,T>1M
R-NG,KAA201903150061047,IPTV,CREATE,T>1M
R-NG,KK201903050057593,IPTV,CREATE,T>1M
R-NG,MNG201903130039151,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG201903120029158,IPTV,CREATE,T>1M
R-NG,NG201906100014370,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG201908060048433,IPTV,CREATE,T>1M
R-NG,NG201907300050086,IPTV,CREATE,T>1M
R-NG,DJ201909070081614,IPTV,CREATE,T>1M
R-NG,KAA201910230059287,IPTV,CREATE,T>1M
R-NG,KK201911160044037,IPTV,CREATE,T>1M
R-NG,NG202001070076674,IPTV,CREATE,T>1M
R-NG,NG202001310061040,IPTV,CREATE,T>1M
R-NG,KN202001240066025,IPTV,MODIFY-LOCATION,T>1M
R-NG,DH202002100038638,IPTV,CREATE,T>1M
R-NG,RL202002260031465,IPTV,CREATE,T>1M
R-NG,KAA202003100074115,IPTV,CREATE,T>1M
R-NG,KN202003020035425,IPTV,CREATE,T>1M
R-NG,MNG202005170009629,IPTV,CREATE,T>1M
R-NG,KN202007010073588,IPTV,CREATE-OR,T>1M
R-NG,KAA202007210015138,IPTV,CREATE-OR,T>1M
R-NG,KN202008110085899,IPTV,CREATE,T>1M
R-NG,KAA202008190011421,IPTV,CREATE,T>1M
R-NG,NG202008200058828,IPTV,CREATE,T>1M
R-NG,NG202009070094772,IPTV,CREATE,T>1M
R-NG,MNG202009070099716,IPTV,CREATE,T>1M
R-NG,KN202009020025780,IPTV,CREATE,T>1M
R-NG,SL202008310089838,IPTV,CREATE,T>1M
R-NG,MNG202009170040532,IPTV,CREATE,T>1M
R-NG,DJ202009230037011,IPTV,CREATE,T>1M
R-NG,NG202009230020242,IPTV,CREATE-OR,T>1M
R-NG,RL202010170058969,IPTV,MODIFY-LOCATION,7D<T<=1M
R-NG,DH202009300078347,IPTV,CREATE,T>1M
R-NG,MNG202009280047724,IPTV,CREATE,T>1M
R-NG,KAA202010080052888,IPTV,CREATE,7D<T<=1M
R-NG,BDL202010130042723,IPTV,CREATE,7D<T<=1M
R-NG,NG202009290057850,IPTV,CREATE,T>1M
R-NG,NG202010060083560,IPTV,CREATE,7D<T<=1M
R-NG,KAA202010050052680,IPTV,CREATE,7D<T<=1M
R-NG,KN202009280038479,IPTV,CREATE,T>1M
R-NG,MNG202010160048287,IPTV,CREATE,7D<T<=1M
R-NG,DJ202009300074886,IPTV,CREATE,T>1M
R-NG,BDL202009290057965,IPTV,CREATE-OR,T>1M
R-NG,BDL202010050058950,IPTV,CREATE,7D<T<=1M
R-NG,NG202010310040266,IPTV,CREATE,3D<T<=7D
R-NG,RL202010310031141,IPTV,CREATE,3D<T<=7D
R-NG,NG202010210072509,IPTV,CREATE,7D<T<=1M
R-NG,RL202010200042126,IPTV,CREATE,7D<T<=1M
R-NG,NG202010290014290,IPTV,CREATE,3D<T<=7D
R-NG,KN202010290014310,IPTV,CREATE,3D<T<=7D
R-NG,KK202010290014922,IPTV,CREATE,3D<T<=7D
R-NG,KN201901140008552,IPTV,CREATE,T>1M
R-NG,KN201901140008806,IPTV,CREATE,T>1M
R-NG,NG201903190093459,IPTV,CREATE,T>1M
R-NG,KK201903220022097,IPTV,CREATE,T>1M
R-NG,NG202001010085946,IPTV,CREATE,T>1M
R-NG,KK201909290058139,IPTV,CREATE,T>1M
R-NG,NG201709300034691,IPTV,CREATE,T>1M
R-NG,KN202002260037699,IPTV,CREATE,T>1M
R-NG,KAA202002260041868,IPTV,CREATE,T>1M
R-NG,MNG202001020098654,IPTV,CREATE,T>1M
R-NG,MNG202001010092544,IPTV,CREATE,T>1M
R-NG,KN202002260037676,IPTV,CREATE,T>1M
R-NG,KAA202002260041952,IPTV,CREATE,T>1M
R-NG,KAA202002260041840,IPTV,CREATE,T>1M
R-NG,NG201705300018970,IPTV,CREATE,T>1M
R-NG,SL201809280016540,IPTV,CREATE,T>1M
R-NG,MNG201810030029998,IPTV,CREATE,T>1M
R-NG,RL201809280017834,IPTV,CREATE,T>1M
R-NG,MNG201810160044444,IPTV,CREATE,T>1M
R-NG,NG201811090089449,IPTV,CREATE,T>1M
R-NG,SL201812010090409,IPTV,CREATE,T>1M
R-NG,KK201812120043143,IPTV,MODIFY-LOCATION,T>1M
R-NG,MNG201812130072377,IPTV,CREATE,T>1M
R-NG,RL201812200052477,IPTV,CREATE,T>1M
R-NG,KN201901140016344,IPTV,CREATE,T>1M
R-NG,KK201903080094652,IPTV,CREATE,T>1M
R-NG,MNG201903150058919,IPTV,CREATE,T>1M
R-NG,NG201903140043685,IPTV,CREATE,T>1M
R-NG,NG201903060072984,IPTV,CREATE,T>1M
R-NG,NG201903060069790,IPTV,CREATE,T>1M
R-NG,NG201903060066894,IPTV,CREATE,T>1M
R-NG,NG201903130042427,IPTV,CREATE,T>1M
R-NG,NG201903090001353,IPTV,CREATE,T>1M
R-NG,DJ201903120022764,IPTV,CREATE,T>1M
R-NG,KAA201904040055570,IPTV,CREATE,T>1M
R-NG,KK201903310096009,IPTV,CREATE,T>1M
R-NG,RL201905310017691,IPTV,CREATE-RECON,T>1M
R-NG,NG201906240084259,IPTV,CREATE,T>1M
R-NG,NG201906240090336,IPTV,CREATE,T>1M
R-NG,NG201907170083059,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG201908050019368,IPTV,CREATE,T>1M
R-NG,KK201909300087024,IPTV,CREATE,T>1M
R-NG,DJ201910150069088,IPTV,CREATE,T>1M
R-NG,KK201910140039058,IPTV,CREATE,T>1M
R-NG,KK201910250024329,IPTV,CREATE,T>1M
R-NG,KAA201910230059276,IPTV,CREATE,T>1M
R-NG,KK201912270080893,IPTV,CREATE,T>1M
R-NG,KK202002150071527,IPTV,CREATE,T>1M
R-NG,NG202003110099439,IPTV,CREATE,T>1M
R-NG,NG202005150055717,IPTV,CREATE,T>1M
R-NG,KN202006220031133,IPTV,CREATE,T>1M
R-NG,SL202007090013747,IPTV,CREATE,T>1M
R-NG,SL202007090013711,IPTV,CREATE,T>1M
R-NG,NG202007130093867,IPTV,CREATE,T>1M
R-NG,KK202007130093769,IPTV,CREATE,T>1M
R-NG,NG202007270084633,IPTV,CREATE,T>1M
R-NG,NG202007220048699,IPTV,CREATE,T>1M
R-NG,KK202007310021260,IPTV,CREATE,T>1M
R-NG,KN202008060083779,IPTV,CREATE,T>1M
R-NG,DJ202008190012540,IPTV,CREATE,T>1M
R-NG,KK202008200057990,IPTV,CREATE,T>1M
R-NG,NG202008220031191,IPTV,CREATE,T>1M
R-NG,MNG202009080022955,IPTV,CREATE,T>1M
R-NG,MNG202009140068391,IPTV,MODIFY-LOCATION,T>1M
R-NG,MNG202009160019334,IPTV,MODIFY-LOCATION,T>1M
R-NG,RL202009160030644,IPTV,CREATE,T>1M
R-NG,BDL202009210048031,IPTV,CREATE-RECON,T>1M
R-NG,NG202009190015548,IPTV,CREATE,T>1M
R-NG,KN202009220085073,IPTV,CREATE,T>1M
R-NG,NG202009230027203,IPTV,CREATE,T>1M
R-NG,KN202010070016285,IPTV,CREATE,7D<T<=1M
R-NG,NG202010120026421,IPTV,CREATE,7D<T<=1M
R-NG,RL202010050045814,IPTV,CREATE,7D<T<=1M
R-NG,MNG202010130039198,IPTV,CREATE,7D<T<=1M
R-NG,NG202010140079473,IPTV,CREATE,7D<T<=1M
R-NG,RL202010050045881,IPTV,CREATE,7D<T<=1M
R-NG,DH202009300088012,IPTV,CREATE,T>1M
R-NG,KAA202010170062509,IPTV,CREATE,7D<T<=1M
R-NG,NG202010290014336,IPTV,CREATE,3D<T<=7D
R-NG,KN202010290014343,IPTV,CREATE,3D<T<=7D
R-NG,NG202010290014291,IPTV,CREATE,3D<T<=7D
R-NG,NG202010290014293,IPTV,CREATE,3D<T<=7D
R-NG,RL202010280001300,IPTV,CREATE,3D<T<=7D
R-NG,DH202010280097639,IPTV,CREATE,3D<T<=7D
R-NG,KK202010280097581,IPTV,CREATE,3D<T<=7D
R-NG,MNG202010310031151,IPTV,CREATE,3D<T<=7D
R-NG,DJ202010200047557,IPTV,CREATE,7D<T<=1M
R-NG,NG201802150027063,IPTV,MODIFY-LOCATION,T>1M
R-NG,MNG201903180086000,IPTV,CREATE,T>1M
R-NG,MNG201903190096463,IPTV,CREATE,T>1M
R-NG,KK201903210002610,IPTV,CREATE,T>1M
R-NG,NG201903190097655,IPTV,CREATE,T>1M
R-NG,KN201903220022360,IPTV,CREATE,T>1M
R-NG,NG201903290075309,IPTV,CREATE,T>1M
R-NG,KK202001020098024,IPTV,CREATE,T>1M
R-NG,KK201704150032262,IPTV,CREATE,T>1M
R-NG,KN202001020008239,IPTV,CREATE,T>1M
R-NG,KN202002260037711,IPTV,CREATE,T>1M
R-NG,SL202007090009674,IPTV,CREATE,T>1M
R-NG,NG201710100020403,IPTV,CREATE,T>1M
R-NG,KN201809120083330,IPTV,CREATE,T>1M
R-NG,RL201808310016821,IPTV,CREATE,T>1M
R-NG,NG201809220093975,IPTV,MODIFY-LOCATION,T>1M
R-NG,DJ201810050089184,IPTV,CREATE,T>1M
R-NG,MNG201811090084146,IPTV,CREATE,T>1M
R-NG,KN201812010089705,IPTV,CREATE,T>1M
R-NG,MNG201812130072177,IPTV,CREATE,T>1M
R-NG,DH201812270073226,IPTV,CREATE,T>1M
R-NG,KN201901140016601,IPTV,CREATE,T>1M
R-NG,DJ201901210058395,IPTV,CREATE,T>1M
R-NG,NG201903060066324,IPTV,CREATE,T>1M
R-NG,RL201903150056119,IPTV,CREATE,T>1M
R-NG,NG201903120027443,IPTV,CREATE,T>1M
R-NG,NG201903120027447,IPTV,CREATE,T>1M
R-NG,RL201903150056984,IPTV,CREATE,T>1M
R-NG,NG201903120021062,IPTV,CREATE,T>1M
R-NG,KK201903050057440,IPTV,CREATE,T>1M
R-NG,KN201904100064579,IPTV,CREATE,T>1M
R-NG,KN201906260055241,IPTV,CREATE-RECON,T>1M
R-NG,MNG201907120082776,IPTV,CREATE-RECON,T>1M
R-NG,KK201907250095981,IPTV,CREATE,T>1M
R-NG,DH201907290092880,IPTV,CREATE,T>1M
R-NG,DJ201908010036825,IPTV,CREATE-RECON,T>1M
R-NG,KN201909210005772,IPTV,CREATE,T>1M
R-NG,KAA201910230059272,IPTV,CREATE,T>1M
R-NG,KK201910230059291,IPTV,CREATE,T>1M
R-NG,NG201911130064003,IPTV,CREATE,T>1M
R-NG,NG201912200043344,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG202001080098999,IPTV,MODIFY-LOCATION,T>1M
R-NG,DH202001270042845,IPTV,CREATE,T>1M
R-NG,DH202002130029450,IPTV,CREATE,T>1M
R-NG,DJ202002250014345,IPTV,CREATE,T>1M
R-NG,MNG202002180040659,IPTV,CREATE,T>1M
R-NG,RL202002200091999,IPTV,CREATE,T>1M
R-NG,KK202003060018427,IPTV,CREATE,T>1M
R-NG,KN202003020032860,IPTV,CREATE,T>1M
R-NG,NG202003120043434,IPTV,CREATE,T>1M
R-NG,NG202006100068692,IPTV,CREATE,T>1M
R-NG,MNG202006290009845,IPTV,CREATE,T>1M
R-NG,KN202006260054785,IPTV,CREATE,T>1M
R-NG,MNG202006220018354,IPTV,CREATE-OR,T>1M
R-NG,KAA202007080069321,IPTV,CREATE,T>1M
R-NG,KK202007170025465,IPTV,CREATE,T>1M
R-NG,NG202007140015174,IPTV,CREATE,T>1M
R-NG,NG202007270094618,IPTV,CREATE,T>1M
R-NG,SL202008180078467,IPTV,CREATE,T>1M
R-NG,DH202008170028936,IPTV,CREATE,T>1M
R-NG,SL202008220034431,IPTV,CREATE,T>1M
R-NG,NG202009030034225,IPTV,CREATE,T>1M
R-NG,DJ202008250085263,IPTV,CREATE,T>1M
R-NG,MNG202008280056485,IPTV,CREATE,T>1M
R-NG,KN202009210042968,IPTV,CREATE,T>1M
R-NG,MNG202009180095817,IPTV,CREATE,T>1M
R-NG,MNG202009210042896,IPTV,CREATE,T>1M
R-NG,KN202009220091439,IPTV,CREATE,T>1M
R-NG,RL202009240085278,IPTV,CREATE,T>1M
R-NG,KN202009240067975,IPTV,CREATE,T>1M
R-NG,NG202010140070358,IPTV,CREATE,7D<T<=1M
R-NG,DJ202010140065679,IPTV,CREATE,7D<T<=1M
R-NG,NG202009290065548,IPTV,CREATE,T>1M
R-NG,NG202010290014306,IPTV,CREATE,3D<T<=7D
R-NG,KK202010290015436,IPTV,CREATE,3D<T<=7D
R-NG,RL202010200036219,IPTV,CREATE,7D<T<=1M
R-NG,NG202010260061949,IPTV,CREATE,7D<T<=1M
R-NG,NG202010310031133,IPTV,CREATE,3D<T<=7D
R-NG,RL202010270075374,IPTV,CREATE,7D<T<=1M
R-NG,DH202010270075379,IPTV,CREATE,7D<T<=1M
R-NG,MNG202010310031156,IPTV,CREATE,3D<T<=7D
R-NG,KN202010260062005,IPTV,CREATE,7D<T<=1M
R-NG,RL202010260061953,IPTV,CREATE,7D<T<=1M
R-NG,DJ202010310040302,IPTV,CREATE,3D<T<=7D
R-NG,MNG201810290096519,IPTV,CREATE,T>1M
R-NG,MNG201903180084211,IPTV,CREATE,T>1M
R-NG,DJ201903190091635,IPTV,CREATE,T>1M
R-NG,NG201903190095956,IPTV,CREATE,T>1M
R-NG,RL201903220016381,IPTV,CREATE,T>1M
R-NG,MNG201903230023136,IPTV,CREATE,T>1M
R-NG,NG201906220039055,IPTV,CREATE,T>1M
R-NG,BDL201909160067369,IPTV,CREATE,T>1M
R-NG,NG202010190002740,IPTV,CREATE,7D<T<=1M
R-NG,DJ201808270066739,IPTV,CREATE,T>1M
R-NG,KAA201808200077864,IPTV,CREATE,T>1M
R-NG,MNG201808180065630,IPTV,CREATE,T>1M
R-NG,KK201809060086574,IPTV,CREATE,T>1M
R-NG,KN201810060013890,IPTV,CREATE,T>1M
R-NG,NG201810020002403,IPTV,CREATE,T>1M
R-NG,MNG201810020008079,IPTV,MODIFY-LOCATION,T>1M
R-NG,KAA201810130080031,IPTV,CREATE,T>1M
R-NG,DH201810300031464,IPTV,CREATE,T>1M
R-NG,NG201811070014404,IPTV,CREATE,T>1M
R-NG,KN201901140015665,IPTV,CREATE,T>1M
R-NG,MNG201901190024441,IPTV,CREATE,T>1M
R-NG,KN201901180097190,IPTV,CREATE,T>1M
R-NG,KN201903150061597,IPTV,CREATE,T>1M
R-NG,DJ201903160072318,IPTV,CREATE,T>1M
R-NG,MNG201903120024108,IPTV,CREATE,T>1M
R-NG,NG201903150062679,IPTV,CREATE,T>1M
R-NG,NG201903150063785,IPTV,CREATE,T>1M
R-NG,KN201903160072223,IPTV,CREATE,T>1M
R-NG,DJ201903150064465,IPTV,CREATE,T>1M
R-NG,KK201903130037991,IPTV,CREATE,T>1M
R-NG,SL201904120002627,IPTV,CREATE,T>1M
R-NG,NG201907120083164,IPTV,CREATE-RECON,T>1M
R-NG,NG201907250077824,IPTV,MODIFY-LOCATION,T>1M
R-NG,KK201907260024253,IPTV,CREATE,T>1M
R-NG,NG201907270061062,IPTV,CREATE,T>1M
R-NG,KK201909090099202,IPTV,CREATE-RECON,T>1M
R-NG,KN201910030001982,IPTV,CREATE,T>1M
R-NG,KN202001170097622,IPTV,CREATE,T>1M
R-NG,NG202002010076701,IPTV,CREATE,T>1M
R-NG,DH202002250014265,IPTV,CREATE,T>1M
R-NG,KK202003030057742,IPTV,CREATE,T>1M
R-NG,KAA202005120059895,IPTV,CREATE,T>1M
R-NG,BDL202006080009205,IPTV,CREATE,T>1M
R-NG,NG202006130075731,IPTV,MODIFY-LOCATION,T>1M
R-NG,KAA202007080069348,IPTV,CREATE,T>1M
R-NG,RL202007090097823,IPTV,CREATE,T>1M
R-NG,NG202007230084156,IPTV,CREATE,T>1M
R-NG,KAA202008060083799,IPTV,CREATE,T>1M
R-NG,NG202008200056420,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG202008200056404,IPTV,CREATE,T>1M
R-NG,NG202009070003589,IPTV,MODIFY-LOCATION,T>1M
R-NG,DJ202009040053394,IPTV,CREATE,T>1M
R-NG,DH202010070016288,IPTV,CREATE,7D<T<=1M
R-NG,NG202010140079305,IPTV,CREATE,7D<T<=1M
R-NG,MNG202009280038506,IPTV,CREATE,T>1M
R-NG,KK202010020006552,IPTV,CREATE,T>1M
R-NG,BDL202010140079171,IPTV,CREATE-RECON,7D<T<=1M
R-NG,KN202010130042916,IPTV,CREATE-OR,7D<T<=1M
R-NG,KK202010160029493,IPTV,MODIFY-LOCATION,7D<T<=1M
R-NG,SL202010160040359,IPTV,CREATE,7D<T<=1M
R-NG,KN202010060089679,IPTV,CREATE,7D<T<=1M
R-NG,DH202010070016246,IPTV,CREATE,7D<T<=1M
R-NG,MNG202009250011816,IPTV,CREATE,T>1M
R-NG,NG202011020060857,IPTV,CREATE,T<=3D
R-NG,RL202010280097438,IPTV,CREATE-RECON,3D<T<=7D
R-NG,RL201812030005238,IPTV,MODIFY-LOCATION,T>1M
R-NG,MNG201810100092806,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG201903250040425,IPTV,CREATE,T>1M
R-NG,RL201904180065122,IPTV,CREATE,T>1M
R-NG,KK201903290079180,IPTV,CREATE,T>1M
R-NG,NG201903270067660,IPTV,CREATE,T>1M
R-NG,DH201903290078593,IPTV,CREATE,T>1M
R-NG,DJ201907050056967,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG202002260041635,IPTV,CREATE,T>1M
R-NG,KN202010190011666,IPTV,CREATE,7D<T<=1M
R-NG,NG201702160023545,IPTV,CREATE,T>1M
R-NG,DH201808200073316,IPTV,CREATE,T>1M
R-NG,NG201808200079267,IPTV,CREATE,T>1M
R-NG,NG201809060078261,IPTV,CREATE,T>1M
R-NG,NG201809130097946,IPTV,CREATE,T>1M
R-NG,KK201810190024089,IPTV,CREATE,T>1M
R-NG,MNG201810200038168,IPTV,CREATE,T>1M
R-NG,MNG201811100030757,IPTV,CREATE,T>1M
R-NG,NG201811080049633,IPTV,CREATE,T>1M
R-NG,MNG201812120037359,IPTV,CREATE,T>1M
R-NG,DJ201812100014570,IPTV,CREATE,T>1M
R-NG,MNG201812130071952,IPTV,CREATE,T>1M
R-NG,KN201901140008268,IPTV,CREATE,T>1M
R-NG,KN201901140015666,IPTV,CREATE,T>1M
R-NG,NG201901210055258,IPTV,CREATE,T>1M
R-NG,NG201903080096274,IPTV,CREATE,T>1M
R-NG,MNG201903070083416,IPTV,CREATE,T>1M
R-NG,DJ201903130041408,IPTV,CREATE,T>1M
R-NG,NG201903130038125,IPTV,CREATE,T>1M
R-NG,KK201903140043118,IPTV,CREATE,T>1M
R-NG,BDL201903120020895,IPTV,CREATE,T>1M
R-NG,NG201904100058011,IPTV,CREATE,T>1M
R-NG,NG201903310095982,IPTV,CREATE,T>1M
R-NG,KK201904020006926,IPTV,CREATE,T>1M
R-NG,KN201904100064578,IPTV,CREATE,T>1M
R-NG,DJ201906270079874,IPTV,CREATE,T>1M
R-NG,MNG201907020005731,IPTV,MODIFY-LOCATION,T>1M
R-NG,KN201906240099862,IPTV,CREATE,T>1M
R-NG,KK201907270059592,IPTV,CREATE,T>1M
R-NG,KAA201910230059275,IPTV,CREATE,T>1M
R-NG,MNG201912210062667,IPTV,CREATE,T>1M
R-NG,KN202002110072715,IPTV,CREATE,T>1M
R-NG,DH202002140051610,IPTV,CREATE,T>1M
R-NG,KN202002060051181,IPTV,CREATE,T>1M
R-NG,SL202002100038672,IPTV,CREATE,T>1M
R-NG,KN202002260031215,IPTV,CREATE,T>1M
R-NG,KAA202002180038878,IPTV,CREATE,T>1M
R-NG,KN202002280099514,IPTV,CREATE,T>1M
R-NG,NG202003060018302,IPTV,CREATE,T>1M
R-NG,KN202003130059639,IPTV,CREATE,T>1M
R-NG,KN202003120043101,IPTV,CREATE,T>1M
R-NG,RL202006260054823,IPTV,CREATE,T>1M
R-NG,NG202007030048385,IPTV,CREATE,T>1M
R-NG,NG202007070036569,IPTV,CREATE,T>1M
R-NG,SL202007090013716,IPTV,CREATE,T>1M
R-NG,NG202007150041864,IPTV,MODIFY-LOCATION,T>1M
R-NG,NG202007130088623,IPTV,CREATE,T>1M
R-NG,KK202007140021625,IPTV,CREATE,T>1M
R-NG,DJ202007270084676,IPTV,CREATE,T>1M
R-NG,KK202007220054207,IPTV,MODIFY-LOCATION,T>1M
R-NG,MNG202007230093883,IPTV,CREATE,T>1M
R-NG,DJ202007310010386,IPTV,CREATE,T>1M
R-NG,NG202008040068367,IPTV,CREATE,T>1M
R-NG,KK202008070097757,IPTV,CREATE,T>1M
R-NG,DH202008260011264,IPTV,CREATE,T>1M
R-NG,MNG202009050062403,IPTV,CREATE,T>1M
R-NG,DJ202008250085319,IPTV,CREATE,T>1M
R-NG,MNG202009240058109,IPTV,CREATE,T>1M
R-NG,NG202009300086269,IPTV,CREATE,T>1M
R-NG,DH202010020010724,IPTV,CREATE,T>1M
R-NG,RL202009290065477,IPTV,CREATE,T>1M
R-NG,KK202010050045633,IPTV,CREATE,7D<T<=1M
R-NG,KAA202009250001731,IPTV,CREATE,T>1M
R-NG,KK202009240085289,IPTV,CREATE,T>1M
R-NG,MNG202011010048565,IPTV,CREATE,T<=3D
R-NG,KAA202010310031149,IPTV,CREATE,3D<T<=7D
R-NG,DH202010200042119,IPTV,CREATE,7D<T<=1M
R-NG,DH202010200049591,IPTV,CREATE,7D<T<=1M
R-NG,MNG202010310031123,IPTV,CREATE,3D<T<=7D
R-NG,RL201811120090304,IPTV,CREATE,T>1M
R-NG,KAA201903180083360,IPTV,CREATE,T>1M
R-NG,RL201903190097717,IPTV,CREATE,T>1M
R-NG,KK201810110027619,IPTV,MODIFY-LOCATION,T>1M
R-NG,RL201903210007609,IPTV,CREATE,T>1M
R-NG,KN201909280046805,IPTV,CREATE,T>1M
R-NG,KN202002260037767,IPTV,CREATE,T>1M
R-NG,KN202002260041846,IPTV,CREATE,T>1M
R-NG,NG202010190009593,IPTV,CREATE,7D<T<=1M
R-NG,KAA202010190012706,IPTV,CREATE,7D<T<=1M
R-NG,SL202009220077968,IPTV,CREATE,T>1M
R-NG,MNG201808170055080,IPTV,CREATE,T>1M
R-NG,KAA201808200076810,IPTV,CREATE,T>1M
R-NG,DJ201809250020557,IPTV,CREATE,T>1M
R-NG,NG201810010064707,IPTV,MODIFY-LOCATION,T>1M
R-NG,DH201810150000474,IPTV,CREATE,T>1M
R-NG,NG201811080051024,IPTV,CREATE,T>1M
R-NG,DJ201811090073415,IPTV,CREATE,T>1M
R-NG,MNG201811080047380,IPTV,CREATE,T>1M
R-NG,NG201812120044523,IPTV,CREATE,T>1M
R-NG,NG201901030060139,IPTV,CREATE,T>1M
R-NG,KN201901140015969,IPTV,CREATE,T>1M
R-NG,NG201903070085572,IPTV,CREATE,T>1M
R-NG,KK201903050060952,IPTV,CREATE,T>1M
R-NG,MNG201903130040022,IPTV,CREATE,T>1M
R-NG,DH201903020048338,IPTV,CREATE,T>1M
R-NG,DJ201903150060265,IPTV,CREATE,T>1M
R-NG,NG201902270027648,IPTV,CREATE,T>1M
R-NG,KK201903150056516,IPTV,CREATE,T>1M
R-NG,MNG201903160069126,IPTV,CREATE,T>1M
R-NG,KK201903070082688,IPTV,CREATE,T>1M
R-NG,DH201904070002729,IPTV,CREATE,T>1M
R-NG,NG201906060019915,IPTV,CREATE,T>1M
R-NG,NG201906200091356,IPTV,CREATE,T>1M
R-NG,KK201912270088933,IPTV,CREATE,T>1M
R-NG,NG202001060051378,IPTV,MODIFY-LOCATION,T>1M
R-NG,KN202001310056273,IPTV,CREATE,T>1M
R-NG,NG202002130029634,IPTV,CREATE,T>1M
R-NG,KN202002250004552,IPTV,CREATE,T>1M
R-NG,DH202002220035667,IPTV,CREATE,T>1M
R-NG,NG202003100071996,IPTV,CREATE,T>1M
R-NG,MNG202005110042921,IPTV,CREATE,T>1M
R-NG,NG202006270069607,IPTV,CREATE,T>1M
R-NG,NG202007020038451,IPTV,CREATE,T>1M
R-NG,KAA202006300053581,IPTV,CREATE,T>1M
R-NG,KK202007140021632,IPTV,CREATE,T>1M
R-NG,BDL202007280026915,IPTV,CREATE,T>1M
R-NG,KK202008130050660,IPTV,CREATE,T>1M
R-NG,MNG202008200053104,IPTV,CREATE,T>1M
